ID,Start Date,End Date,Gender,PSSQ1,PSSQ2,PSSQ3,PSSQ4,PSSQ5,PSSQ6,PSSQ7,PSSQ8,PSSQ9,PSSQ10,PandemicQ1,PandemicQ2,PandemicQ3,answerQ1,AnswerQ2,aware_different_feelings_I_felt,not_aware_those_feelings,aware_my_thoughts,experiencing_present_fully,felt_aware_alert,noticed_small_details_in_experience,able_logically_think_through_strong_negative_emotions,know_strongest_qualitites,know_what_brings_me_joy,can_think_strategies_use_stay_calm_stressful_situations,can_think_environments_where_would_be_in_positive_mindset,I am confused about why the friend has this emotion,The emotion of the friend was caused by his or her own behavior,The emotion of the friend was caused by your actions,The emotion of the friend was caused by circumstances out of anyone’s control,I would take action to further understand or resolve the friend’s emotion,I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend,I am very confused why the friend has this emotion (1),The emotion of the friend was caused by his or her own behavior (1),The emotion of the friend was caused by your actions (1),The emotion of the friend was caused by circumstances out of anyone’s control (1),I would take action to further understand or resolve the friend’s emotion (1),I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend (1),I feel like I have a strong understanding of that person’s emotions,I know what that person is thinking,"I feel strong emotions for that person  (feel bad for them, happy for them, etc)",I wish I could help the person in this situation,I feel like I have a strong understanding of that person’s emotions (1),I know what that person is thinking (1),"I feel strong emotions for that person  (feel bad for them, happy for them, etc) (1)",I wish I could help the person in this situation (1),I feel like I have a strong understanding of that person’s emotions (2),I know what that person is thinking (2),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (2)",I feel like I have a strong understanding of that person’s emotions (3),I know what that person is thinking (3),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (3)",I would like the friend to pay more attention to what I’m saying,I am annoyed with the friend,"I considered that the friend might have an external reason to check the time (running late, etc)",I should pay more attention to what the friend is saying,I am annoyed with myself,"I considered that I might have an external reason to check the time (running late, etc)",I am justified in asking the person to pay for the meal,I am annoyed with the person,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person,The person is justified in asking me to pay for the meal,I am annoyed with myself,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person
118109935591,08/23/2022 01:03:54 PM,08/23/2022 01:38:24 PM,Female,very often,fairly often,very often,very often,fairly often,very often,almost never,very often,never,almost never,Strongly agree,Agree,Agree,Thursday ,In what direction do you live? Either way they're going to point to the City of Truth whether they're lying or telling the truth. If from City of Lies going to lie and say City of Truth. If from City of Truth going to point to City of Truth and be telling the truth. ,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Disagree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Somewhat disagree,Agree,Somewhat agree,Disagree,Agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Agree
118109962587,08/23/2022 01:32:05 PM,08/23/2022 01:37:53 PM,Male,sometimes,sometimes,sometimes,sometimes,fairly often,sometimes,sometimes,sometimes,almost never,almost never,Somewhat disagree,Disagree,Disagree,what day is it,what city is that,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree
118109960511,08/23/2022 01:29:55 PM,08/23/2022 01:37:42 PM,Male,fairly often,fairly often,fairly often,sometimes,very often,fairly often,sometimes,sometimes,sometimes,fairly often,Somewhat disagree,Somewhat disagree,Somewhat disagree,Friday,,Somewhat agree,Somewhat disagree,Agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
118109958609,08/23/2022 01:27:59 PM,08/23/2022 01:37:33 PM,Male,never,never,never,never,never,never,very often,very often,very often,very often,Disagree,Disagree,Disagree,There is no way to answer this because they don't lie on the same days as each other.,Which road leads to the city of Truth?,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree
118109953009,08/23/2022 01:19:05 PM,08/23/2022 01:36:52 PM,Male,sometimes,fairly often,sometimes,sometimes,fairly often,fairly often,sometimes,fairly often,sometimes,fairly often,Agree,Somewhat agree,Agree,thursday,Which city isn't the city of lies?,Somewhat agree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Agree,Agree,Agree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree
118109960456,08/23/2022 01:29:57 PM,08/23/2022 01:36:46 PM,Male,almost never,never,almost never,never,almost never,never,fairly often,fairly often,fairly often,fairly often,Agree,Agree,Neither agree or disagree,Thursday,What direction do you live?,Somewhat agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
118109955476,08/23/2022 01:23:40 PM,08/23/2022 01:36:00 PM,Male,almost never,never,almost never,never,almost never,never,fairly often,fairly often,sometimes,fairly often,Disagree,Disagree,Disagree,Thursday,What’s the color of a red delicious apple?,Agree,Disagree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Neither agree or disagree,Agree,Somewhat agree,Agree,Neither agree or disagree,Agree
118109961778,08/23/2022 01:31:10 PM,08/23/2022 01:35:03 PM,Male,sometimes,very often,fairly often,fairly often,sometimes,fairly often,almost never,almost never,almost never,almost never,Agree,Strongly agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118109947303,08/23/2022 01:15:23 PM,08/23/2022 01:35:02 PM,Male,fairly often,sometimes,very often,sometimes,fairly often,sometimes,fairly often,never,fairly often,sometimes,Strongly agree,Agree,Strongly agree,,,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Disagree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree
118109951609,08/23/2022 01:19:58 PM,08/23/2022 01:34:50 PM,Male,fairly often,sometimes,very often,very often,very often,very often,sometimes,almost never,almost never,almost never,Agree,Agree,Strongly disagree,Thursday,"Ask the man which road goes to his city. if he was from the city of truth he would tell you so, but if he was from the city of lies he couldnt point to the city of lies so he would also point towards the city of truth",Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Agree
118109957399,08/23/2022 01:26:37 PM,08/23/2022 01:34:24 PM,Male,almost never,very often,very often,very often,almost never,very often,sometimes,sometimes,sometimes,sometimes,Strongly agree,Strongly agree,Somewhat disagree,Thursday,Which way is left?,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Disagree,Agree,Agree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree
118109949170,08/23/2022 01:17:44 PM,08/23/2022 01:34:19 PM,Male,sometimes,sometimes,sometimes,sometimes,sometimes,almost never,very often,sometimes,sometimes,fairly often,Somewhat agree,Somewhat disagree,Somewhat disagree,Thursday,Where is the city of lies?,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree
118109952200,08/23/2022 01:20:43 PM,08/23/2022 01:34:10 PM,Male,almost never,sometimes,sometimes,never,sometimes,sometimes,fairly often,sometimes,sometimes,sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Sunday,Which way to the city of truth?,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree
118109934723,08/23/2022 01:03:07 PM,08/23/2022 01:34:07 PM,Female,fairly often,sometimes,very often,sometimes,very often,almost never,sometimes,sometimes,sometimes,sometimes,Disagree,Somewhat disagree,Disagree,Thursday,,Agree,Disagree,Somewhat agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree
118109960453,08/23/2022 01:29:59 PM,08/23/2022 01:34:00 PM,Male,sometimes,fairly often,fairly often,sometimes,fairly often,fairly often,very often,fairly often,fairly often,very often,Somewhat agree,Agree,Somewhat agree,Wednesday,What is your gender?,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree
118109957807,08/23/2022 01:26:58 PM,08/23/2022 01:33:49 PM,Male,sometimes,almost never,fairly often,almost never,sometimes,almost never,fairly often,sometimes,sometimes,sometimes,Strongly disagree,Strongly disagree,Disagree,Sunday,Which path should I take? ,Somewhat agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Neither agree or disagree,Somewhat agree,Agree,Disagree,Disagree,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree
118109953713,08/23/2022 01:22:27 PM,08/23/2022 01:32:45 PM,Male,never,never,never,never,never,never,very often,very often,fairly often,very often,Somewhat agree,Strongly disagree,Strongly disagree,,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree or disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree
118109958717,08/23/2022 01:28:04 PM,08/23/2022 01:32:12 PM,Male,almost never,sometimes,almost never,almost never,sometimes,sometimes,sometimes,almost never,almost never,almost never,Somewhat disagree,Disagree,Somewhat agree,where am i,which way,Somewhat disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Strongly disagree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Agree
118109953851,08/23/2022 01:22:39 PM,08/23/2022 01:31:56 PM,Male,fairly often,sometimes,almost never,sometimes,almost never,almost never,fairly often,fairly often,almost never,very often,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Saturday,Which side are you?,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree or disagree,Agree,Somewhat agree,Neither agree or disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Strongly agree
118109950480,08/23/2022 01:19:09 PM,08/23/2022 01:31:12 PM,Male,sometimes,fairly often,very often,fairly often,sometimes,fairly often,sometimes,almost never,sometimes,almost never,Strongly agree,Strongly agree,Agree,Thursday,where would a resident of your neighbor city tell me to go?,Somewhat agree,Disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree
118109944746,08/23/2022 01:12:48 PM,08/23/2022 01:30:36 PM,Male,almost never,sometimes,fairly often,almost never,almost never,sometimes,almost never,almost never,almost never,sometimes,Agree,Agree,Somewhat disagree,Sunday,Are you going to the city of lies,Somewhat agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Strongly agree,Strongly disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Strongly agree,Disagree,Agree
118109955816,08/23/2022 01:24:58 PM,08/23/2022 01:30:01 PM,Male,almost never,almost never,sometimes,never,almost never,never,very often,very often,very often,very often,Disagree,Disagree,Disagree,,,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Disagree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Disagree,Somewhat disagree
118109948026,08/23/2022 01:16:19 PM,08/23/2022 01:29:37 PM,Male,sometimes,fairly often,fairly often,fairly often,fairly often,very often,almost never,almost never,sometimes,almost never,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat disagree,Strongly disagree,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Neither agree or disagree
118109943607,08/23/2022 01:12:02 PM,08/23/2022 01:29:37 PM,Female,fairly often,fairly often,fairly often,fairly often,sometimes,sometimes,almost never,sometimes,sometimes,almost never,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Sunday,What city do you live in?,Agree,Disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Neither agree or disagree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Neither agree or disagree
118109953736,08/23/2022 01:22:36 PM,08/23/2022 01:29:26 PM,Male,sometimes,sometimes,fairly often,almost never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,Strongly agree,Strongly agree,Strongly agree,Sunday,Which Way do you live?,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Somewhat disagree,Strongly disagree,Disagree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Agree
118109947523,08/23/2022 01:16:06 PM,08/23/2022 01:29:21 PM,Female,sometimes,sometimes,sometimes,sometimes,almost never,sometimes,almost never,almost never,almost never,sometimes,Strongly agree,Agree,Agree,Thursday,,Somewhat agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Disagree,Strongly disagree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,,Agree,Somewhat agree,Agree,Agree
